імдесят,імдесят
максимально,максимально
змобілізувати,змобілізуват
членів,член
фракцій,фракція
для,для
голосування,голосування
Через,через
кілька,кілька
хвилин,хвилина
ми,ми
перейдемо,перейдема
до,до
голосування,голосування
Будь,бути
ласка,ласка
пане,пане
Сергію,сергія
поясніть,поясніть
ще,ще
раз,раз
АЛЄКСЄЄВ,алєксєєв
С,С.
О,О.
Колеги,Колеги
ще,ще
раз,раз
організаційно,організаційно
Щойно,щойно
я,я
зачи,зач
тав,тав
номери,номери
поправок,поправок
які,який
були,бути
враховані,врахований
комітетом,комітет
поставлені,поставлений
на,на
під,під
твердження,твердження
в,в
залі,зал
але,але
не,не
були,бути
підтверджені,підтверджен
Прошу,прош
зараз,зараз
підтвердити,підтвердити
всі,весь
ці,цей
поправки,поправки
одним,один
голосуванням,голосування
а,а
потім,потім
поставити,поставити
на,на
голосу,голос
вання,вання
поправки,поправки
160,160
і,і
168,168
які,який
стосуються,стосуватися
юрисдикції,юрисдикція
Вищого,вище
анти,анти
корупційного,корупційний
суду,суд
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Приймається,приймається
така,такий
пропозиція,пропозиція
так,так
Пане,пане
Се,се
ргію,ргія
є,бути
необхідність,необхідність
ще,ще
щось,щось
зачитувати,зачитуват
Колеги,Колеги
будь,бути
ласка,ласка
займіть,займіть
робочі,робоча
місця,місце
Я,я
бачу,бачити
в,в
залі,зал
ще,ще
недостатньо,недостатньо
народних,народний
депутатів,депутат
Прошу,прош
голів,голова
фракцій,фракція
запросити,запросити
депутатів,депутат
до,до
залу,зал
Прошу,прош
секретаріат,секретаріат
запросити,запросити
депутатів,депутат
до,до
залу,зал
ГОЛОС,голос
ІЗ,ІЗ
ЗАЛУ,залу
Дайте,дати
слов,слов
о,о
ГОЛОВУЮЧИЙ,головуючий
Обговорення,обговорення
вже,вже
завершено,завершено
Колеги,Колеги
запросіть,запросіть
депутатів,депутат
до,до
залу,зал
Я,я
бачу,бачити
ще,ще
далеко,далеко
не,не
всі,весь
депутати,депутат
є,бути
в,в
залі,зал
Це,це
найважливіше,найважливіше
голосування,голосування
5,5
Прошу,прош
заходити,заходити
до,до
залу,зал
і,і
займати,займат
робочі,робоча
місця,місце
Я,я
хочу,хотіти
наго,ви
лосити,лосити
що,що
представник,представник
комітету,комітет
просить,просити
під,під
твердити,твердити
всі,весь
ті,той
поправки,поправки
які,який
були,бути
підтримані,підтриман
комітетом,комітет
але,але
під,під
час,час
обговорення,обговорення
були,бути
збиті,збить
Тобто,тобто
комітет,комітет
пропонує,пропонувати
повернутися,повернутися
до,до
їх,вони
розгляду,розгляд
і,і
підтвердити,підтвердити
їх,вони
врахування,врахування
Потім,потім
окремо,окремо
будемо,бути
ставити,ставити
на,на
голосування,голосування
поправ,поправ
ки,ки
160,160
і,і
168,168
в,в
тій,той
редакції,редакція
в,в
я,я
кій,кій
запропонує,запропонувати
Алєксєєв,алєксєєв
Сергій,Сергій
Олего,оле
вич,вич
Спочатку,спочатку
повернення,повернення
до,до
поправок,поправок
і,і
підтвердження,підтвердження
їх,вони
а,а
потім,потім
окреме,окреме
голосування,голосування
щодо,щодо
поправок,поправок
160,160
і,і
168,168
Шум,шум
у,у
залі,зал
Пане,пане
Руслане,руслане
я,я
слухаю,слухати
Сергія,Сергій
бо,бо
він,він
веде,вести
це,це
питання,питання
рекомен,рекомен
дує,дує
мені,я
що,що
робити,робити
Треба,треба
ще,ще
щос,щос
ь,ь
зачитати,зачитати
Ні,ні
Отже,отже
колеги,колега
для,для
стенограми,стеногра
були,бути
зачитані,зачитан
заступником,заступник
голови,голова
комітету,комітет
Алєксєєвим,алєксєєв
Сергієм,сергія
Олеговичем,олегович
поправки,поправки
до,до
яких,який
комітет,комітет
пропонує,пропонувати
повернутися,повернутися
Я,я
прошу,просити
всіх,весь
приготуватися,приготуватися
до,до
голосування,голосування
Прошу,прош
кожного,кожний
дуже,дуже
відповідально,відповідально
взяти,взяти
участь,участь
у,у
голосуванні,голосування
Колеги,Колеги
займіть,займіть
робочі,робоча
місця,місце
Колеги,Колеги
в,в
ефірах,ефір
було,бути
дуже,дуже
багато,багато
заяв,заява
з,з
приводу,привід
цього,цей
законо,законо
проекту,проект
Я,я
хотів,хотіти
би,би
щоб,щоб
вони,вони
підтвердилися,підтвердилися
голосуванням,голосування
у,у
залі,зал
Отже,отже
ставиться,ставиться
на,на
голосування,голосування
пропозиція,пропозиція
заступника,заступника
голови,голова
комітету,комітет
Алєксєєва,Алєксєєв
Сергі,сергі
я,я
Олеговича,олегович
про,про
повернення,повернення
до,до
розгляду,розгляд
поправок,поправок
підтриманих,підтримані
комітетом,комітет
та,та
озвучених,озвучений
ним,він
під,під
стенограму,стенограм
Прошу,прош
голосувати,голосуват
Колеги,Колеги
голосуємо,голосує
Уважно,уважно
голосуємо,голосує
За,за
247,247
Рішення,рішення
прийнято,прийнято
Повернулися,повернулися
Тепер,тепер
ставляться,ставитися
на,на
підтвердження,підтвердження
поправки,поправки
підтриман,підтриман
і,і
коміте,коміте
том,том
та,та
озвучені,озвучня
Сергієм,сергія
Алєксєєвим,алєксєєв
під,під
стенограму,стенограм
Прошу,прош
голосу,голос
вати,вата
Голосуємо,голосує
колеги,колега
Кожен,кожний
голос,голос
має,мати
значення,значення
За,за
228,228
Рішення,рішення
прийнято,прийнято
Поправки,поправки
підтверджено,підтверджено
Тепер,тепер
прошу,просити
Сергія,Сергій
Олеговича,олегович
озвучити,озвучити
поправку,поправка
168,168
Колеги,Колеги
прошу,просити
заходити,заходити
до,до
залу,зал
АЛЄКСЄЄВ,алєксєєв
С,С.
О,О.
Шановні,шановний
колеги,колега
Суть,суть
поправки,поправки
168,168
така,такий
всі,весь
справи,справа
підслідні,підслідні
Національному,національний
антикорупційному,антикорупційне
бюро,бюро
переда,переда
ються,ються
до,до
Вищого,вище
антикорупційного,антикорупційне
суду,суд
якщо,якщо
справи,справа
знаходяться,знаходитися
в,в
першій,перший
інстанції,інстанція
то,то
передаються,передаватися
в,в
першу,перший
інстанцію,інстанція
в,в
апеляції,апеляція
в,в
апеляцію,апеляція
Можу,можа
зачитати,зачитати
редакцію,редакція
поправки,поправки
Шум,шум
у,у
залі,зал
6,6
ГОЛОВУЮЧИЙ,головуючий
Будь,бути
ласка,ласка
дайте,дати
можливість,можливість
Сергію,сергія
Олеговичу,олегович
завершити,завершит
виступ,виступ
АЛЄКСЄЄВ,алєксєєв
С,С.
О,О.
Пропонується,пропонується
доповнити,доповнити
підпункт,підпункт
1,1
пункту,пункт
2,2
підпунктом,підпункт
в,в
такого,такий
змісту,зміст
в,в
пункт,пункт
202,202
розділу,розділ
ХІ,хі
Пер,пер
ехідні,ехідні
положення,положення
викласти,викласт
в,в
такій,такий
редакції,редакція
1,1
слідчі,слідчий
судді,судді
крім,крім
слідчих,слідчий
суддів,суддя
Вищого,вище
антикорупційного,антикорупційне
суду,суд
припиняють,припиняють
приймати,приймати
до,до
розгляду,розгляд
клопотання,клопотання
в,в
кримінальних,кримінальний
провадженнях,провадження
щодо,щодо
злочинів,злочин
віднесених,віднесений
цим,цей
Кодексом,кодекс
до,до
підсудно,підсудно
сті,сто
Вищого,вище
антикоруп,антикоруп
ційного,ційне
суду,суд
а,а
суди,судити
першої,перший
інстанції,інстанція
крім,крім
Вищого,вище
антикорупційного,антикорупційне
суду,суд
обвинувальні,обвинувальний
акти,акт
клопотання,клопотання
про,про
застосування,застосування
примусових,примусов
заходів,захід
медичного,медичний
характеру,характер
та,та
про,про
звіль,звіль
нення,нення
від,від
кримінальної,кримінальна
відповідальності,відповідальність
у,у
зазначених,зазначений
криміналь,криміналь
них,вони
провадженнях,провадження
Такі,такий
клопотання,клопотання
та,та
обвинувальні,обвинувальний
акти,акт
подаються,подаються
в,в
установленому,установлений
порядку,порядок
відповідно,відповідно
до,до
слідчих,слідчий
суддів,суддя
Вищого,вище
анти,анти
корупційного,корупційний
суду,суд
Вищого,вище
антикорупційного,антикорупційне
суду,суд
2,2
суди,судити
апеляційної,апеляційний
інстанції,інстанція
крім,крім
Апеляційної,апеляційна
палати,палата
Вищого,вище
антикорупційного,антикорупційне
суду,суд
припиня,припиня
ють,ють
приймати,приймати
до,до
розгляду,розгляд
апеляційні,апеляційня
скарги,скарг
у,у
кримінальних,кримінальний
провадженнях,провадження
щодо,щодо
злочинів,злочин
віднесених,віднесений
цим,цей
Кодексом,кодекс
до,до
підсудності,підсудність
Вищого,вище
антикорупційного,антикорупційне
суду,суд
3,3
клопотання,клопотання
у,у
кримінальних,кримінальний
провадженнях,провадження
щодо,щодо
злочинів,злочин
віднесених,віднесений
цим,цей
Кодексом,кодекс
до,до
підсудності,підсудність
Вищ,вищ
ого,о_о
антикорупційного,антикорупційне
суду,суд
які,який
надійшли,надійшли
до,до
слідчих,слідчий
суддів,суддя
і,і
не,не
розглянуті,розглянут
до,до
дня,день
початку,початок
роботи,робота
Вищого,вище
антикорупційного,антикорупційне
суду,суд
передаються,передаватися
до,до
Вищого,вище
анти,анти
корупційного,корупційний
суду,суд
для,для
розгляду,розгляд
в,в
установленому,установлений
порядку,порядок
слідчими,слідчий
суддями,суддя
цього,цей
суду,суд
4,4
кримінальні,кримінальний
про,про
вадження,вадження
щодо,щодо
злочинів,злочин
віднесених,віднесений
цим,цей
Кодексом,кодекс
до,до
підсудності,підсудність
Вищого,вище
антикорупційного,антикорупційне
суду,суд
судовий,судовий
розгляд,розгляд
у,у
судах,суд
першої,перший
апеляційної,апеляційний
інстанції,інстанція
яких,який
не,не
закінчено,закінчено
до,до
дня,день
початку,початок
роботи,робота
Вищого,вище
антикорупційного,антикорупційне
суду,суд
передаються,передаватися
до Вищого,до Вище
антикорупційного,антикорупційне
суду,суд
для,для
розгляду,розгляд
в,в
установленому,установлений
цим,цей
Кодексом,кодекс
порядку,порядок
5,5
оскарження,оскарження
судових,судовий
рішень,рішення
ухвалених,ухвалений
до,до
дня,день
початку,початок
роботи,робота
Вищого,вище
антикорупційного,антикорупційне
суду,суд
у,у
кримінальних,кримінальний
провадженнях,провадження
щодо,щодо
злочинів,злочин
віднесених,віднесений
цим,цей
Кодексом,кодекс
до,до
підсудності,підсудність
Вищого,вище
антико,антико
рупційног,рупційног
о,о
суду,суд
здійснюється,здійснюватися
за,за
правилами,правило
підсудності,підсудність
передбаче,передбаче
ними,вони
цим,цей
Кодексом,кодекс
7,7
6,6
заяви,заява
про,про
перегляд,перегляд
за,за
нововиявленими,нововиявлени
обставинами,обставина
судових,судовий
рішень,рішення
що,що
ухвалені,ухвалені
судами,суд
першої,перший
та,та
апеляційної,апеляційний
інстанцій,інстанція
до,до
дня,день
початку,початок
роботи,робота
Вищого,вище
антикорупційного,антикорупційне
суду,суд
у,у
кримін,кримін
альних,альний
про,про
вадженнях,вадження
щодо,щодо
злочинів,злочин
віднесених,віднесений
до,до
підсудності,підсудність
Вищого,вище
анти,анти
корупційного,корупційний
суду,суд
подаються,подаються
до,до
Вищого,вище
антикорупційного,антикорупційне
суду,суд
та,та
розглядаються,розглядатися
ним,він
у,у
встановленому,встановлений
порядку,порядок
У,у
зв’язку,зв’язок
з,з
цим,цей
підпункт,підпункт
в,в
вважати,вважати
підпунктом,підпункт
г,г.
ГОЛОВУЮЧИЙ,головуючий
Будь,бути
ла,ла
ска,ска
пане,пане
Сергію,сергія
Шум,шум
у,у
залі,зал
АЛЄКСЄЄВ,алєксєєв
С,С.
О,О.
Шановні,шановний
колеги,колега
Ця,цей
редакція,редакція
поправки,поправки
повністю,повністю
відповідає,відповідати
вимогам,вимога
МВФ,МВФ
який,який
просить,просити
повернутися,повернутися
до,до
ре,ре
дакції,дакція
президентського,президентський
законопроекту,законопроект
першого,перший
читання,читання
Шум,шум
у,у
залі,зал
Шановні,шановний
колеги,колега
щойно,щойно
я,я
зачитав,зачитава
wording,wording
формулювання,формулювання
яке,який
було,бути
в,в
президентському,президентський
законопроекті,законопроект
в,в
першому,перший
читанні,читання
Така,такий
редак,редак
ція,ція
стовідсотково,стовідсотково
виконує,виконувати
вимоги,вимога
МВФ,МВФ
Суть,суть
поправки,поправки
не,не
змінюється,змінюватися
ГОЛОВУЮЧИЙ,головуючий
Прошу,прош
озвучити,озвучити
поправку,поправка
160,160
АЛЄКСЄЄВ,алєксєєв
С,С.
О,О.
Поправка,поправка
160,160
Пропонується,пропонується
пункт,пункт
1,1
викласти,викласт
в,в
такій,такий
редакції,редакція
Цей,цей
закон,закон
набирає,набирати
чинності,чинність
з,з
дня,день
наступного,наступний
за,за
днем,день
його,його
опублікування,опублікування
крім,крім
підпункту,підпункт
в,в
підпункту,підпункт
1,1
пункту,пункт
2,2
цього,цей
розді,розді
лу,лу
який,який
набирає,набирати
чинності,чинність
з,з
дня,день
початку,початок
роботи,робота
Вищого,вище
антикоруп,антикоруп
ційного,ційне
суду,суд
Поправка,поправка
може,могти
бути,бути
з,з
техніко,техніко
юридич,юридич
ними,вони
правками,правка
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Колеги,Колеги
щойно,щойно
Алєксєєв,алєксєєв
Сергій,Сергій
Олегович,олегович
зачитав,зачитава
поправки,поправки
168,168
і,і
160,160
Я,я
ставитиму,ставитий
на,на
голосування,голосування
окремо,окремо
кожну,кожний
поправку,поправка
спочатку,спочатку
168,168
потім,потім
160,160
Прошу,прош
всіх,весь
зайняти,зайняти
робочі,робоча
місця,місце
і,і
приготуватися,приготуватися
до,до
голосування,голосування
Як,як
стверджу,стверджа
є,бути
доповідач,доповідач
норми,норма
цих,цей
поправок,поправок
виконують,виконувати
вимо,вимо
ги,ги
МВФ,МВФ
8,8
Отже,отже
ставиться,ставиться
на,на
голосування,голосування
поправка,поправка
168,168
щойно,щойно
озвучена,озвучен
під,під
стенограму,стенограм
Сергієм,сергія
Олеговичем,олегович
Алєксєєвим,алєксєєв
Хто,хто
підтримує,підтримувати
дану,дан
поправку,поправка
прошу,просити
проголосувати,проголосувати
Голосуємо,голосує
За,за
184,184
Колеги,Колеги
ми,ми
побачили,побачити
скільки,скільки
є,бути
голосів,голос
Зараз,зараз
я,я
проситиму,проситим
пана,пан
Сергія,Сергій
озвучити,озвучити
пропозицію,пропозиція
яка,який
може,могти
набрати,набрата
більшість,більшість
голосів,голос
у,у
залі,зал
Пане,пане
Сергію,сергія
порадьте,порадьте
як,як
нам,ми
бути,бути
ставити,ставити
на,на
голосування,голосування
поправку,поправка
160,160
чи,чи
ви,ви
озвучите,озвучите
позицію,позиція
АЛЄКСЄЄВ,алєксєєв
С,С.
О,О.
Пропозиція,пропозиція
яка,який
на,на
думку,думка
Голови,голова
парламенту,парламент
може,могти
набрати,набрата
більшість,більшість
голосів,голос
у,у
залі,зал
за,за
змістом,зміст
така,такий
сама,сам
але,але
не,не
стовідсотково,стовідсотково
перша,перший
редакція,редакція
президентського,президентський
законопроекту,законопроект
як,як
ви,ви
магає,магає
МВФ,МВФ
у,у
своєму,свій
листі,лист
Я,я
можу,могти
її,вона
зачитати,зачитати
Доповнити,доповнити
пункт,пункт
2,2
розділу,розділ
ІІ,іі
Прикінцеві,прикінце
положення,положення
підпунк,підпунк
том,том
12,12
такого,такий
змісту,зміст
підпункти,підпункт
а,а
та,та
х,х
підпункту,підпункт
3,3
пункту,пункт
2,2
розділу,розділ
VI,VI
Прикінцеві,прикінце
та,та
перехідні,перехідні
положення,положення
Закону,закон
України,Україна
Про,про
Вищий,вищий
антикорупційний,антикорупційний
суд,суд
викласти,викласт
в,в
такій,такий
редакції,редакція
пункти,пункт
20,20
22,22
і,і
23,23
частини,частина
першої,перший
статті,стаття
3,3
викласти,викласт
в,в
такій,такий
редакції,редакція
20,20
суд,суд
апеляційної,апеляційний
інстанції,інстанція
відповідний,відповідний
апеляційний,апеляційний
суд,суд
в,в
межах,межа
територіальної,територіальний
юрисдикції,юрисдикція
якого,який
знаходиться,знаходитися
суд,суд
першої,перший
ін,ін.
станції,станція
що,що
ухвалив,ухвалив
оскаржуване,оскаржуване
судове,судове
рішення,рішення
а,а
також,також
Апеляційна,Апеляційн
палата,палата
Вищого,вище
антикорупційного,антикорупційне
суду,суд
стосовно,стосовно
судових,судовий
рішень,рішення
Вищого,вище
антикорупційного,антикорупційне
суду,суд
ухвалених,ухвалений
як,як
судом,суд
першої,перший
інстанції,інстанція
а,а
також,також
стосовно,стосовно
судових,судовий
рішень,рішення
інших,інший
судів,суд
першої,перший
інстанції,інстанція
ухва,ухва
лених,лени
до,до
початку,початок
роботи,робота
Вищого,вище
антикорупційного,антикорупційне
